timestamp,frame_number,overall_score,arm_score,arm_angle,hand_position_score,depth_score,depth_cm,rate_score,rate_cpm,recoil_score,compression_ratio,ratio_score,compression_count,fatigue_level,feedback_given
2025-12-14T17:43:27.129792,110,20,0,64,0,0,0,0,0,100,50,100,0,0,
2025-12-14T17:43:27.696485,120,35,0,51,0,50,36.4,0,0,100,50,100,1,0,
2025-12-14T17:43:28.271114,130,32,0,114,0,50,44.1,0,0,66,50,100,1,0,
2025-12-14T17:43:28.856646,140,38,23,143,0,50,247.2,0,0,91,50,100,1,0,
2025-12-14T17:43:29.436685,150,30,0,107,0,50,40.2,0,0,52,50,100,1,0,
2025-12-14T17:43:30.014427,160,39,9,133,80,50,81.5,0,0,46,50,100,1,0,
2025-12-14T17:43:30.587525,170,35,15,138,0,50,41.9,0,0,79,50,100,1,0,
2025-12-14T17:43:31.174179,180,33,0,127,16,50,156.8,0,0,61,50,100,1,0,
2025-12-14T17:43:31.743579,190,29,0,107,0,50,220.9,0,12,40,50,100,1,0,
2025-12-14T17:43:32.319385,200,33,26,145,0,50,33.6,0,21,40,50,100,2,0,Speed up compressions to 100-120 per minute
2025-12-14T17:43:33.447666,220,34,0,118,0,50,43.6,0,18,91,50,100,2,0,
2025-12-14T17:43:34.019246,230,32,0,123,2,50,5477.6,0,16,67,50,100,2,0,
2025-12-14T17:43:34.582340,240,32,4,130,0,50,43.1,0,15,64,50,100,2,0,
2025-12-14T17:43:35.159386,250,34,21,141,0,50,42.7,0,14,58,50,100,2,0,
2025-12-14T17:43:35.754635,260,34,30,147,0,50,43.3,0,13,43,50,100,2,0,
2025-12-14T17:43:36.359778,270,31,12,136,0,50,41.1,0,13,40,50,100,2,0,
2025-12-14T17:43:37.523474,290,29,0,126,0,50,31.9,0,13,43,50,100,2,0,
2025-12-14T17:43:38.122527,300,24,0,117,0,50,45.4,0,19,43,7,50,3,0,Speed up compressions to 100-120 per minute
2025-12-14T17:43:38.699972,310,31,14,137,0,50,36.7,0,19,85,8,50,3,0,
2025-12-14T17:43:39.259381,320,29,0,123,0,50,35.2,0,19,88,8,50,3,0,
2025-12-14T17:43:39.822793,330,26,0,44,0,50,114.6,0,19,64,7,50,3,0,
2025-12-14T17:43:40.391005,340,32,56,180,0,50,56.1,0,24,40,9,50,4,0,
2025-12-14T17:43:40.954297,350,26,0,98,0,50,109.6,0,30,55,9,50,5,0,
2025-12-14T17:43:42.088226,370,26,0,122,0,50,64.7,5.651529467925329,41,49,13,50,7,0,
2025-12-14T17:43:42.663483,380,28,14,137,0,50,67.9,5.639209561086204,41,40,17,50,7,0,
2025-12-14T17:43:43.252256,390,28,11,135,0,50,69.8,8.92170799680126,48,40,27,53,8,0,
2025-12-14T17:43:43.806223,400,28,13,136,0,50,66.7,8.957789024088594,48,40,27,53,8,0,Speed up compressions to 100-120 per minute
2025-12-14T17:43:44.396198,410,27,0,125,0,50,72.4,8.912303962228826,48,40,27,53,8,0,
2025-12-14T17:43:44.958447,420,31,0,108,0,50,70.9,8.919071120717923,48,64,37,70,8,0,
2025-12-14T17:43:58.082280,650,35,0,46,80,50,160.4,0,21,49,37,70,8,0,
2025-12-14T17:43:58.655206,660,31,31,148,0,50,345.2,0,21,67,15,50,8,0,
2025-12-14T17:43:59.226024,670,27,0,42,0,50,148.9,0,21,67,9,50,8,0,
2025-12-14T17:43:59.810157,680,30,33,150,0,50,103.0,0,24,55,10,50,9,0,
2025-12-14T17:44:00.409543,690,46,59,157,100,50,105.2,0,24,76,10,50,9,0,
2025-12-14T17:44:00.980397,700,30,31,148,0,50,300.5,0,24,58,10,50,9,0,Speed up compressions to 100-120 per minute
2025-12-14T17:44:01.548411,710,28,28,146,0,50,316.7,0,24,40,10,50,9,0,
2025-12-14T17:44:02.117040,720,31,49,152,0,50,318.4,0.10298593574860604,30,40,11,50,11,0,
2025-12-14T17:44:02.715257,730,34,49,152,0,50,195.4,0.16546876634782137,30,67,11,50,11,0,
2025-12-14T17:44:03.292315,740,44,100,161,0,50,207.9,0.31239227841501105,31,88,11,50,11,0,
2025-12-14T17:44:03.878785,750,33,56,155,0,50,200.8,1.7011884786698772,33,40,11,50,12,0,
2025-12-14T17:44:04.513313,760,42,100,160,0,50,99.8,3.0511542737765893,36,58,11,50,13,0,
2025-12-14T17:44:05.084174,770,36,60,158,0,50,72.1,4.433767612602509,39,55,16,50,14,0,
2025-12-14T17:44:05.654600,780,43,54,155,100,50,80.5,4.222504583656942,38,40,16,50,14,0,
2025-12-14T17:44:06.222092,790,32,32,149,0,50,59.1,3.8333188310140685,38,40,39,70,14,0,
2025-12-14T17:44:07.359951,810,39,25,144,80,50,91.0,3.378431410638825,37,40,39,70,14,0,
2025-12-14T17:44:09.073671,840,45,0,19,100,50,51.5,24.521822492977236,79,40,50,100,15,0,
2025-12-14T17:44:10.775453,870,38,21,141,7,50,49.5,21.784728909200673,74,40,47,100,15,0,
2025-12-14T17:44:11.343402,880,35,10,134,0,50,49.5,24.247208908536194,78,58,40,70,16,0,
2025-12-14T17:44:14.181005,930,32,0,98,0,50,38.5,23.21465609310745,76,40,40,70,18,0,
2025-12-14T17:44:17.592114,990,31,0,25,0,50,76.9,19.08404544523654,68,43,39,70,19,0,
2025-12-14T17:44:18.726077,1010,31,0,79,0,50,190.1,20.278468655346423,71,43,34,68,20,0,
2025-12-14T17:44:19.298496,1020,32,0,31,9,50,390.3,19.792890023337918,70,46,34,68,20,0,
2025-12-14T17:44:19.868479,1030,33,0,31,21,50,180.7,19.1494168341763,68,43,35,70,20,0,
2025-12-14T17:44:20.436477,1040,31,0,52,0,50,1796.2,18.41809463978698,67,40,35,70,20,0,
2025-12-14T17:44:21.049654,1050,31,0,117,0,50,377.6,19.904692666075746,70,43,32,64,21,0,
2025-12-14T17:44:21.625052,1060,31,0,41,0,50,228.4,19.905932067148974,70,40,33,66,21,0,
2025-12-14T17:44:22.775157,1080,33,0,95,4,50,85.6,21.02199732523485,72,58,36,70,22,0,
2025-12-14T17:44:23.357340,1090,33,0,71,0,50,85.7,22.651015245431473,75,43,42,85,23,0,
2025-12-14T17:44:23.946591,1100,35,10,134,0,50,358.8,24.055163130050936,78,43,40,85,23,0,Speed up compressions to 100-120 per minute
2025-12-14T17:44:27.977364,1170,40,0,18,100,50,216.6,21.991609057876424,74,40,29,58,25,0,
2025-12-14T17:44:28.543534,1180,39,0,123,0,50,118.3,50,83,58,29,59,27,0,
2025-12-14T17:44:29.112614,1190,42,15,138,0,50,107.7,50,82,58,30,60,27,0,
2025-12-14T17:44:29.676492,1200,39,10,134,0,50,186.4,50,86,40,30,60,27,0,Speed up compressions to 100-120 per minute
2025-12-14T17:44:30.258036,1210,38,0,123,0,50,102.2,50,88,40,34,68,28,0,
2025-12-14T17:44:30.833522,1220,40,0,123,0,50,214.7,50,87,52,35,69,28,0,
