timestamp,frame_number,overall_score,arm_score,arm_angle,hand_position_score,depth_score,depth_cm,rate_score,rate_cpm,recoil_score,compression_ratio,ratio_score,compression_count,fatigue_level,feedback_given
2025-12-15T23:39:09.733328,30,20,0,85,0,0,0,0,0,100,50,100,0,0,
2025-12-15T23:39:10.743945,40,54,57,179,100,50,80.1,0,0,100,50,100,0,0,Redressez vos bras - utilisez le poids de votre corps
2025-12-15T23:39:11.739136,50,31,12,136,0,50,441.5,0,0,40,50,100,1,0,Redressez vos bras - utilisez le poids de votre corps
2025-12-15T23:39:12.735546,60,39,60,177,0,50,62.8,0,0,49,50,100,2,0,Redressez vos bras - utilisez le poids de votre corps
2025-12-15T23:39:13.746149,70,32,0,101,0,50,521.1,0,0,67,50,100,2,0,Redressez vos bras - utilisez le poids de votre corps
2025-12-15T23:39:14.739910,80,32,0,88,0,50,91.7,0,24,70,50,100,2,0,Redressez vos bras - utilisez le poids de votre corps
2025-12-15T23:39:15.736902,90,52,100,165,80,50,69.0,0,20,43,50,100,2,0,Redressez vos bras - utilisez le poids de votre corps
2025-12-15T23:39:16.734214,100,28,13,136,0,50,73.2,0,25,64,13,50,3,0,Redressez vos bras - utilisez le poids de votre corps
2025-12-15T23:39:17.735489,110,25,0,66,0,50,642.9,0,30,46,13,50,4,0,Redressez vos bras - utilisez le poids de votre corps
2025-12-15T23:39:18.750901,120,25,0,90,0,50,1411.3,1.468179845979364,33,46,16,50,5,0,Redressez vos bras - utilisez le poids de votre corps
2025-12-15T23:39:19.747247,130,26,9,134,0,50,187.4,2.8150306080733145,36,40,20,50,6,0,Redressez vos bras - utilisez le poids de votre corps
2025-12-15T23:39:20.737137,140,41,100,164,1,50,51.6,1.2239466121019547,32,52,23,50,6,0,Coudes droits à 180 degrés - ne pliez pas
2025-12-15T23:39:21.737757,150,36,63,176,0,50,65.1,0,30,64,24,50,6,0,Coudes droits à 180 degrés - ne pliez pas
2025-12-15T23:39:22.737372,160,33,58,178,0,50,56.2,0,27,46,18,50,6,0,Coudes droits à 180 degrés - ne pliez pas
2025-12-15T23:39:23.746378,170,42,100,174,0,50,48.5,0,26,70,13,50,6,0,Coudes droits à 180 degrés - ne pliez pas
2025-12-15T23:39:24.750132,180,41,100,174,0,50,66.4,0,28,58,12,50,7,0,Coudes droits à 180 degrés - ne pliez pas
2025-12-15T23:39:25.738558,190,39,100,172,0,50,204.7,0.3876134592970928,31,40,11,50,8,0,Coudes droits à 180 degrés - ne pliez pas
2025-12-15T23:39:26.736514,200,26,0,119,0,50,57.2,2.320060568559313,35,55,13,50,9,0,Coudes droits à 180 degrés - ne pliez pas
2025-12-15T23:39:27.735370,210,41,100,168,0,50,30.5,2.4268427421994403,35,49,13,50,9,0,Coudes droits à 180 degrés - ne pliez pas
2025-12-15T23:39:28.738205,220,33,56,180,0,50,27.7,4.36699362837922,39,40,18,50,10,0,Coudes droits à 180 degrés - ne pliez pas
2025-12-15T23:39:29.742468,230,25,0,118,0,50,122.8,4.356372649160328,39,40,22,50,10,0,Coudes droits à 180 degrés - ne pliez pas
2025-12-15T23:39:30.739199,240,43,100,171,0,50,28.6,4.357716534680819,39,61,27,55,10,0,Plus rapide - comptez à voix haute
2025-12-15T23:39:31.749605,250,44,100,169,0,50,30.1,4.341082240031163,39,76,27,55,10,0,Plus rapide - comptez à voix haute
2025-12-15T23:39:32.744112,260,42,100,170,0,50,27.5,6.2811857583924535,43,40,35,69,11,0,Plus rapide - comptez à voix haute
2025-12-15T23:39:33.751415,270,37,57,179,0,50,29.0,6.547197453791,43,46,35,70,11,0,Plus rapide - comptez à voix haute
2025-12-15T23:39:34.743123,280,29,0,106,0,50,1124.6,8.539440874349584,47,61,29,57,12,0,Plus rapide - comptez à voix haute
2025-12-15T23:39:35.748810,290,27,0,91,0,50,140.9,8.527467251123067,47,40,29,58,12,0,Plus rapide - comptez à voix haute
2025-12-15T23:39:36.753699,300,33,25,144,0,50,88.1,12.437168869072899,55,40,35,70,14,0,Plus rapide - comptez à voix haute
2025-12-15T23:39:37.747614,310,31,4,130,0,50,58.8,12.252569184690877,55,55,36,70,14,0,Plus rapide - comptez à voix haute
2025-12-15T23:39:38.747124,320,48,51,153,80,50,128.1,16.16872385068088,62,52,44,85,16,0,Plus rapide - comptez à voix haute
2025-12-15T23:39:39.757562,330,32,0,50,0,50,301.2,18.735621126095786,67,40,56,85,17,0,Plus rapide - comptez à voix haute
2025-12-15T23:39:40.745342,340,34,0,50,0,50,88.1,20.986148825010517,72,40,53,100,18,0,Verrouillez vos coudes complètement - bras tendus
2025-12-15T23:39:41.744325,350,36,0,59,0,50,358.3,20.554716097780535,71,55,52,100,18,0,Verrouillez vos coudes complètement - bras tendus
