timestamp,frame_number,overall_score,arm_score,arm_angle,hand_position_score,depth_score,depth_cm,rate_score,rate_cpm,recoil_score,compression_ratio,ratio_score,compression_count,fatigue_level,feedback_given
2025-12-14T17:56:00.264877,90,20,0,64,0,0,0,0,0,100,50,100,0,0,
2025-12-14T17:56:00.845397,100,36,0,123,8,50,76.4,0,0,100,50,100,1,0,
2025-12-14T17:56:01.429649,110,29,0,24,0,50,52.2,0,0,40,50,100,1,0,
2025-12-14T17:56:02.004843,120,39,0,106,80,50,58.4,0,0,58,50,100,2,0,
2025-12-14T17:56:02.594577,130,35,0,116,60,50,73.4,0,0,55,58,85,3,0,
2025-12-14T17:56:03.180180,140,29,0,114,0,50,46.7,0,0,43,48,100,3,0,
2025-12-14T17:56:04.355418,160,26,0,120,0,50,42.2,0,0,40,37,70,3,0,
2025-12-14T17:56:05.005196,170,27,0,127,0,50,146.8,0,0,64,29,58,3,0,
2025-12-14T17:56:05.588492,180,28,0,117,0,50,123.2,1.2303617333471664,32,76,24,50,3,0,
2025-12-14T17:56:06.182509,190,26,0,122,0,50,54.3,4.546586090610781,39,40,28,56,4,0,
2025-12-14T17:56:06.761880,200,28,7,132,0,50,216.5,2.860995613038817,36,55,28,56,4,0,Arm position.
2025-12-14T17:56:07.337645,210,29,0,123,0,50,105.4,1.4534305848635256,33,85,28,56,4,0,
2025-12-14T17:56:07.905082,220,27,0,113,0,50,43.9,0.2637727383873454,31,67,28,56,4,0,
2025-12-14T17:56:08.518728,230,27,0,125,0,50,45.1,0,28,67,22,50,4,0,
2025-12-14T17:56:09.108020,240,28,29,147,0,50,37.5,0,26,40,22,50,4,0,
2025-12-14T17:56:09.679175,250,25,0,127,0,50,41.6,1.1266832303288652,32,40,28,55,5,0,
2025-12-14T17:56:10.296464,260,27,13,136,0,50,39.3,4.310944029331928,39,40,27,54,6,0,
2025-12-14T17:56:10.887388,270,28,6,131,0,50,28.1,4.2637977105932094,39,58,27,54,6,0,
2025-12-14T17:56:11.468630,280,29,0,107,0,50,23.3,4.254719961707579,39,79,25,50,6,0,
2025-12-14T17:56:12.045192,290,25,0,113,0,50,26.0,4.295158258436864,39,40,25,50,6,0,
2025-12-14T17:56:12.658314,300,25,0,121,0,50,20.9,4.459919909051344,39,40,24,50,6,0,CPR technique needs better arm position.
2025-12-14T17:56:13.246554,310,29,16,138,0,50,22.5,8.026270931287037,46,40,26,53,7,0,
2025-12-14T17:56:13.820046,320,31,10,134,0,50,20.3,8.046810070334068,46,67,28,57,7,0,
2025-12-14T17:56:14.396467,330,31,0,127,2,50,57.5,8.239757394665691,46,70,35,69,7,0,
2025-12-14T17:56:14.963639,340,28,0,118,0,50,22.6,8.268528158415506,47,40,36,70,7,0,
2025-12-14T17:56:15.542048,350,36,57,156,1,50,60.2,8.301042870557453,47,40,33,65,7,0,
2025-12-14T17:56:16.112704,360,28,0,64,0,50,65.7,12.531471919242058,55,40,31,62,8,0,
2025-12-14T17:56:16.684513,370,32,22,142,0,50,23.8,12.544904988786477,55,40,31,62,8,0,
2025-12-14T17:56:17.263297,380,29,0,116,0,50,19.1,16.076819448170813,62,40,31,62,9,0,
2025-12-14T17:56:17.884345,390,32,0,105,0,50,16.1,15.968084904780412,62,64,31,62,9,0,
2025-12-14T17:56:18.467329,400,36,14,137,0,50,120.2,15.9200729350447,62,88,32,63,9,0,CPR technique needs better arm position.
2025-12-14T17:56:19.037356,410,30,0,106,0,50,17.3,16.099759753520175,62,52,29,58,9,0,
2025-12-14T17:56:19.618818,420,33,0,90,0,50,20.7,16.149489300431657,62,88,27,53,9,0,
2025-12-14T17:56:20.194506,430,35,28,146,0,50,18.5,16.14690798347973,62,70,23,50,9,0,
2025-12-14T17:56:20.764613,440,44,100,165,0,50,41.1,16.173632846597304,62,49,21,50,9,0,
2025-12-14T17:56:21.345196,450,35,25,144,15,50,57.4,22.736113955992884,75,40,21,50,11,0,
2025-12-14T17:56:21.927568,460,46,100,169,0,50,42.3,22.75749779898925,76,58,21,50,11,0,
2025-12-14T17:56:22.535234,470,37,21,142,0,50,56.2,22.134915760300686,74,85,21,50,11,0,
2025-12-14T17:56:23.114579,480,40,52,153,0,50,79.1,24.72282536293146,79,61,25,50,12,0,
2025-12-14T17:56:23.692523,490,30,0,127,0,50,44.3,23.263204877764096,77,43,25,50,12,0,
