timestamp,frame_number,overall_score,arm_score,arm_angle,hand_position_score,depth_score,depth_cm,rate_score,rate_cpm,recoil_score,compression_ratio,ratio_score,compression_count,fatigue_level,feedback_given
2025-12-14T18:07:08.612903,110,20,0,69,0,0,0,0,0,100,50,100,0,0,
2025-12-14T18:07:09.241590,120,36,6,131,0,50,919.2,0,0,100,50,100,0,0,
2025-12-14T18:07:09.821671,130,30,0,120,0,50,59.9,0,0,49,50,100,0,0,
2025-12-14T18:07:10.399028,140,29,0,110,0,50,51.4,0,0,40,50,100,1,0,
2025-12-14T18:07:10.983484,150,31,0,127,0,50,39.5,0,0,58,50,100,1,0,
2025-12-14T18:07:11.560747,160,30,0,124,0,50,42.8,0,0,46,50,100,1,0,
2025-12-14T18:07:12.136474,170,33,0,115,0,50,36.6,0,0,79,50,100,1,0,
2025-12-14T18:07:12.703797,180,31,0,111,0,50,40.6,0,0,58,50,100,1,0,
2025-12-14T18:07:13.298124,190,40,0,106,100,50,50.2,0,24,46,50,100,2,0,
2025-12-14T18:07:13.869826,200,27,0,62,0,50,45.2,1.1051674061283663,32,49,34,69,3,0,Lock your elbows straight and keep arms perpendicular to chest
2025-12-14T18:07:14.479074,210,27,0,117,0,50,46.9,0,29,46,38,70,3,0,
2025-12-14T18:07:15.062550,220,31,1,128,0,50,41.9,0,27,88,38,70,3,0,
2025-12-14T18:07:16.202193,240,27,0,109,0,50,42.8,0.14837168161675152,30,49,38,70,4,0,
2025-12-14T18:07:16.772778,250,27,0,116,0,50,50.4,0,28,52,36,70,4,0,
2025-12-14T18:07:17.913103,270,29,19,140,0,50,44.7,0,27,43,36,70,4,0,
2025-12-14T18:07:18.491547,280,29,2,129,0,50,42.0,0,27,70,36,70,4,0,
2025-12-14T18:07:19.055941,290,29,26,145,0,50,50.5,0,27,52,26,52,4,0,
2025-12-14T18:07:19.624704,300,33,59,157,0,50,39.9,1.8996614832975496,34,40,26,51,5,0,Lock your elbows straight and keep arms perpendicular to chest
2025-12-14T18:07:20.234602,310,25,0,122,0,50,44.2,1.8349666696636149,34,40,25,51,5,0,
2025-12-14T18:07:20.809570,320,26,5,131,0,50,44.4,5.220126614905695,40,40,27,54,6,0,
2025-12-14T18:07:21.377979,330,31,25,144,0,50,96.1,5.219571545519841,40,52,27,54,6,0,
2025-12-14T18:07:21.967302,340,28,8,133,0,50,46.5,5.1933431578797595,40,55,27,54,6,0,
2025-12-14T18:07:22.536809,350,30,1,128,0,50,43.8,5.22002534631568,40,82,26,52,6,0,
2025-12-14T18:07:23.098785,360,30,20,141,0,50,37.5,8.684976344571663,47,43,26,52,7,0,
2025-12-14T18:07:23.656124,370,29,16,138,0,50,27.6,8.475212317417924,47,40,25,51,7,0,
2025-12-14T18:07:24.241853,380,26,0,127,0,50,52.8,8.46530226084058,47,40,25,51,7,0,
2025-12-14T18:07:24.849099,390,29,0,127,0,50,28.0,8.49878902261311,47,67,25,50,7,0,
2025-12-14T18:07:25.451039,400,33,17,139,0,50,29.9,8.423325972799756,47,79,24,50,7,0,Lock your elbows straight and keep arms perpendicular to chest
2025-12-14T18:07:26.047659,410,31,0,127,0,50,30.1,8.379821406867187,47,91,24,50,7,0,
2025-12-14T18:07:26.639910,420,27,0,123,0,50,41.3,8.909575292547636,48,46,24,50,7,0,
2025-12-14T18:07:27.208613,430,27,0,116,0,50,29.4,12.353228147229459,55,40,27,54,8,0,
2025-12-14T18:07:27.772126,440,29,0,120,0,50,28.7,15.781018459362926,62,46,27,55,9,0,
2025-12-14T18:07:28.344387,450,31,7,132,0,50,116.3,15.765926056449658,62,46,31,62,9,0,
2025-12-14T18:07:28.914859,460,32,12,136,0,50,33.4,15.89562921471757,62,43,34,69,9,0,
2025-12-14T18:07:30.077975,480,41,0,76,100,50,201.5,19.040520649657722,68,40,37,70,10,0,
2025-12-14T18:07:30.645195,490,33,0,122,0,50,49.2,22.548437953928,75,58,37,70,11,0,
2025-12-14T18:07:31.207373,500,44,13,136,0,50,53.7,50,82,76,40,70,12,0,Lock your elbows straight and keep arms perpendicular to chest
2025-12-14T18:07:31.824842,510,42,0,110,0,50,54.9,50,88,49,48,100,13,0,
2025-12-14T18:07:32.450564,520,50,0,99,0,50,56.6,84.7659497104814,95,40,46,100,14,0,
2025-12-14T18:07:33.026918,530,51,7,132,0,50,72.4,84.77370644015345,95,40,51,100,14,0,
2025-12-14T18:07:33.647213,540,55,9,133,0,50,70.9,100,102,40,51,100,15,0,
2025-12-14T18:07:34.261552,550,55,0,100,0,50,92.7,100,101,46,51,100,15,0,
2025-12-14T18:07:34.829525,560,58,0,111,0,50,53.3,100,102,82,52,100,15,0,
2025-12-14T18:07:35.420077,570,58,0,87,0,50,351.8,100,102,97,44,85,15,0,
2025-12-14T18:07:36.038912,580,52,0,87,0,50,67.7,100,101,46,37,70,15,0,
2025-12-14T18:07:36.634720,590,50,0,98,0,50,71.7,100,101,43,31,62,15,0,
2025-12-14T18:07:37.201861,600,52,0,98,0,50,69.0,100,101,73,22,50,15,0,Lock your elbows straight and keep arms perpendicular to chest
2025-12-14T18:07:37.776927,610,50,0,106,0,50,62.8,100,108,46,17,50,16,0,
