timestamp,frame_number,overall_score,arm_score,arm_angle,hand_position_score,depth_score,depth_cm,rate_score,rate_cpm,recoil_score,compression_ratio,ratio_score,compression_count,fatigue_level,feedback_given
2025-12-09T22:25:46.348293,150,20,0,74,0,0,0,0,0,100,50,100,0,0,
2025-12-09T22:25:46.900918,160,35,0,42,0,50,425.3,0,0,100,50,100,0,0,
2025-12-09T22:25:47.444343,170,29,0,36,0,50,17.2,0,0,40,50,100,2,0,
2025-12-09T22:25:47.990338,180,29,0,24,0,50,88.1,0,0,40,50,100,3,0,
2025-12-09T22:25:49.083264,200,26,0,47,0,50,45.6,0,0,40,34,69,3,0,
2025-12-09T22:25:50.226107,220,28,0,35,18,50,127.1,0,0,64,21,50,3,0,
2025-12-09T22:25:51.317253,240,27,0,75,13,50,172.2,7.313180886054752,45,40,21,50,4,0,
2025-12-09T22:25:52.940319,270,27,0,123,8,50,721.5,6.422262249617155,43,40,27,53,5,0,
2025-12-09T22:25:53.481100,280,28,0,4,0,50,1891.5,8.863680780878653,48,40,32,64,6,0,
2025-12-09T22:25:54.021905,290,28,0,14,0,50,1416.2,10.981614783946323,52,40,31,61,7,0,
2025-12-09T22:25:55.711523,320,31,0,37,0,50,126.4,12.62923357160167,55,40,41,85,9,0,
2025-12-09T22:25:56.803043,340,34,0,115,18,50,617.2,12.612141562468853,55,40,48,100,10,0,
2025-12-09T22:25:58.479502,370,34,0,64,0,50,111.8,13.705284627845288,57,55,49,100,12,0,
2025-12-09T22:26:03.229102,450,30,3,130,0,50,237.3,7.274222981229897,45,73,24,50,12,0,
2025-12-09T22:26:03.837097,460,30,0,127,0,50,76.5,9.353690251034035,49,73,24,50,13,0,
2025-12-09T22:26:04.454206,470,36,57,179,0,50,534.8,11.754221357594034,54,43,24,50,14,0,
2025-12-09T22:26:05.112054,480,27,0,76,0,50,161.8,13.457998997189463,57,40,23,50,15,0,
2025-12-09T22:26:05.733286,490,46,100,162,24,50,305.2,16.40442928967073,63,40,22,50,16,0,
2025-12-09T22:26:06.912599,510,46,100,161,0,50,141.1,21.225623072085263,72,40,31,62,17,0,
2025-12-09T22:26:07.497475,520,32,1,128,2,50,202.5,23.380499491225294,77,40,62,70,18,0,
